MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Postleitzahl;Ort;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Letzte Aktualisierung
SEE918887962444;WKA 05;In Betrieb;27.04.1999;17.05.2019;Wind;600;600;18569;Kluis;Windwerk Rügen GmbH Co. KG;ABR968830872238;12.06.2020
SEE933606189537;WEA 19;In Betrieb;28.09.2016;17.05.2019;Wind;3450;3450;19386;Kritzow;BEE Barkow GmbH & Co. KG.;ABR951962109693;14.11.2024
SEE922846359657;WKA 06;In Betrieb;30.04.1999;17.05.2019;Wind;600;600;18569;Kluis;Windwerk Rügen GmbH Co. KG;ABR968830872238;12.06.2020
SEE938389731157;WKA 07;In Betrieb;03.05.1999;17.05.2019;Wind;600;600;18569;Kluis;Windwerk Rügen GmbH Co. KG;ABR968830872238;12.06.2020
SEE926792428627;WKA 08;In Betrieb;04.05.1999;17.05.2019;Wind;600;600;18569;Kluis;Windwerk Rügen GmbH Co. KG;ABR968830872238;12.06.2020
SEE920906130758;WKA 09;In Betrieb;06.05.1999;17.05.2019;Wind;600;600;18569;Kluis;Windwerk Rügen GmbH Co. KG;ABR968830872238;12.06.2020
SEE906340696449;WKA 10;In Betrieb;05.05.1999;17.05.2019;Wind;600;600;18569;Kluis;Windwerk Rügen GmbH Co. KG;ABR968830872238;12.06.2020
SEE901554767145;WEA 23;In Betrieb;31.03.2016;16.05.2019;Wind;3450;3450;19370;Parchim;Windpark Parchim Fünf GmbH & Co. KG;ABR911596071506;27.06.2024
SEE908564346513;Am Stadtwald II;In Betrieb;30.03.2017;16.05.2019;Wind;4200;4200;18465;Tribsees;Infrastrukturgemeinschaft Tribsees GbR;ABR974247856235;28.11.2024
SEE903844093996;Am Stadtwald III;In Betrieb;27.02.2017;16.05.2019;Wind;4200;4200;18465;Tribsees;Infrastrukturgemeinschaft Tribsees GbR;ABR916925057046;14.08.2025
SEE916572915430;WEA 17;In Betrieb;22.12.2018;16.05.2019;Wind;3600;3600;19386;Kritzow;BEE Kritzow GmbH & Co. KG;ABR952886315849;14.11.2024
SEE936372974796;E 921554;In Betrieb;20.12.2018;16.05.2019;Wind;2350;2350;18233;Neubukow;Norddeutsche Energie WP Neubukow 2 GmbH & Co. KG;ABR993589256978;21.02.2025
SEE925487085299;WEA 01;In Betrieb;26.06.2017;16.05.2019;Wind;3450;3450;19386;Lübz;UGE Lutheran GmbH & Co. KG Umweltgerechte Energie;ABR947741503936;04.11.2024
SEE923488646433;HZ1 Hust WEA;In Betrieb;21.12.2017;16.05.2019;Wind;3300;3300;17121;Görmin;WPG Windpark Görmin GmbH & Co.KG;ABR937713187318;28.11.2024
SEE927724896347;Am Stadtwald I;In Betrieb;27.02.2017;15.05.2019;Wind;4200;4200;18516;Süderholz;Infrastrukturgemeinschaft Tribsees GbR;ABR916408479655;28.11.2024
SEE917191747488;Süderholzer Wind;In Betrieb;28.03.2018;10.05.2019;Wind;3000;3000;18516;Süderholz;Süderholzer Wind GmbH & Co.KG;ABR993087301781;03.03.2025
SEE961400751681;821021;In Betrieb;31.03.2017;10.05.2019;Wind;2050;2050;19089;Bülow;Norddeutsche Energie WP Prestin GmbH & Co. KG;ABR933932045309;09.06.2021
SEE923312998448;821022;In Betrieb;31.03.2017;10.05.2019;Wind;2050;2050;19089;Bülow;Norddeutsche Energie WP Prestin GmbH & Co. KG;ABR933932045309;09.06.2021
SEE959163246087;Müllerberg Wind;In Betrieb;26.04.2018;10.05.2019;Wind;3000;3000;18516;Süderholz;Müllerberg Wind GmbH & Co.KG;ABR963120168121;04.02.2025
SEE963767075479;Candy-Wind;In Betrieb;27.04.2018;10.05.2019;Wind;3000;3000;18516;Süderholz;Candy-Wind GmbH & Co.KG;ABR910606760072;07.04.2025
SEE961334625133;K82-00004;In Betrieb;29.06.2010;09.05.2019;Wind;2000;2000;23936;Grevesmühlen;Stadtwerke Grevesmühlen Windenergie GmbH & Co.KG;ABR954328798623;15.07.2020
SEE995248048702;WEA 1 / 70337;In Betrieb;22.12.2003;08.05.2019;Wind;1500;1500;17039;Beseritz;Regenerative Energiewandlung R.E.W. GmbH & Co. Sechzehn Wind-KG;ABR964042337480;19.08.2025
SEE973212961851;WEA 5 / 781851;In Betrieb;10.03.2008;08.05.2019;Wind;2300;2300;17039;Beseritz;Windpark Beseritz GmbH & Co. KG 2;ABR905614765645;12.12.2024
SEE955086376580;WEA 6 / 781850;In Betrieb;27.02.2008;08.05.2019;Wind;2300;2300;17039;Beseritz;Windpark Beseritz DK GmbH & Co. KG;ABR917661743224;17.04.2025
SEE923798582346;Erneuerbare Energien Groß Bisdorf 50;In Betrieb;14.03.2019;08.05.2019;Wind;3300;3300;18516;Süderholz;Erneuerbare Energien Groß Bisdorf 50 GmbH & Co.KG;ABR925321991922;31.01.2025
SEE913306618797;Groß Bisdorf GBZ1;In Betrieb;23.04.2019;08.05.2019;Wind;3450;3450;18516;Süderholz;WP Groß Bisdorf IV GmbH & Co.KG;ABR976416695072;29.01.2025
SEE987050031584;WEA Gremersdorf 784320;In Betrieb;25.01.2016;07.05.2019;Wind;2300;2300;18461;Gremersdorf-Buchholz;BS Wind GmbH & Co. KG;ABR908620363409;28.11.2024
SEE979994175899;WEA 41218;In Betrieb;27.04.1998;06.05.2019;Wind;500;500;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;29.07.2021
SEE957974623523;WEA 41219;In Betrieb;24.04.1998;06.05.2019;Wind;500;500;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;03.09.2020
SEE911132683460;WEA 41220;In Betrieb;21.04.1998;06.05.2019;Wind;500;500;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;28.09.2020
SEE955151240754;Windrad;In Betrieb;17.10.2013;03.05.2019;Wind;3075;3075;17392;Spantekow;Windpark Iven Japezin UG (haftungsbeschränkt) & Co. KG;ABR934331396030;04.11.2024
SEE958389979823;B1 Burgfeld 1;In Betrieb;26.11.2013;03.05.2019;Wind;2300;2300;17098;Friedland;ENERTRAG Windfeld Friedland B1 GmbH & Co. KG;ABR912046169262;09.12.2024
SEE936998300658;eno114026 - WEA11;In Betrieb;02.05.2019;03.05.2019;Wind;4000;4000;19300;Milow;Norddeutsche Energie WP Milow I GmbH & Co. KG;ABR921848921602;13.12.2024
SEE963375463590;482191;In Betrieb;29.08.2017;02.05.2019;Wind;800;800;17087;Altentreptow;Windkraft Klatzow Rolf Janshen KG;ABR967827716081;12.07.2023
SEE932663681336;482192;In Betrieb;31.08.2017;02.05.2019;Wind;800;800;17087;Altentreptow;Windkraft Klatzow Rolf Janshen KG;ABR967827716081;08.09.2023
SEE911164497905;WEA 12162;In Betrieb;27.07.2001;30.04.2019;Wind;660;660;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;25.08.2020
SEE978578877204;WEA 12163;In Betrieb;21.12.2001;30.04.2019;Wind;660;660;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;13.07.2020
SEE930821065318;WEA 12164;In Betrieb;23.12.2001;30.04.2019;Wind;660;660;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;16.06.2021
SEE907037041924;1250001;In Betrieb;27.08.2018;30.04.2019;Wind;4000;4000;18233;Neubukow;KNE Windpark Nr. 19 GmbH & Co. KG;ABR901465061202;11.02.2025
SEE905957595909;WEA 41217;In Betrieb;23.04.1998;30.04.2019;Wind;500;500;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;29.07.2021
SEE955996502093;1410098;In Betrieb;28.06.2018;30.04.2019;Wind;4200;4200;18233;Neubukow;KNE Windpark Nr. 19 GmbH & Co. KG;ABR901465061202;21.03.2025
SEE931975427076;WP Grebbin 15;In Betrieb;12.11.2014;30.04.2019;Wind;2300;2300;19374;Grebbin;HSW Windpark Grebbin GmbH;ABR904543954540;10.12.2024
SEE970748257243;WP Grebbin 16;In Betrieb;12.11.2014;30.04.2019;Wind;2300;2300;19374;Grebbin;HSW Windpark Grebbin GmbH;ABR904543954540;10.12.2024
SEE946697336148;WP Grebbin 17;In Betrieb;14.11.2014;30.04.2019;Wind;2300;2300;19374;Grebbin;HSW Windpark Grebbin GmbH;ABR904543954540;10.12.2024
SEE962309942217;WP Grebbin 18;In Betrieb;14.11.2014;30.04.2019;Wind;2300;2300;19374;Grebbin;HSW Windpark Grebbin GmbH;ABR904543954540;10.12.2024
SEE975884761272;WP Grebbin 19;In Betrieb;24.11.2014;30.04.2019;Wind;2300;2300;19374;Grebbin;HSW Windpark Grebbin GmbH;ABR904543954540;10.12.2024
SEE923184236778;eno114025 - WEA12;In Betrieb;17.04.2019;29.04.2019;Wind;4000;4000;19300;Milow;Norddeutsche Energie WP Milow I GmbH & Co. KG;ABR921848921602;13.12.2024
SEE995277772746;WEA 29679;In Betrieb;03.02.2009;29.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE980692010139;920331;In Betrieb;03.04.2014;29.04.2019;Wind;2350;2350;17111;Beggerow;2. Regenerative Energien GmbH & Co. KG Beggerow;ABR942202281002;19.02.2025
SEE955426011126;WEA 29659;In Betrieb;03.04.2009;29.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE934103382179;WEA 30617;In Betrieb;02.04.2009;29.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE935806241312;920332;In Betrieb;04.04.2014;29.04.2019;Wind;2350;2350;17111;Beggerow;2. Regenerative Energien GmbH & Co. KG Beggerow;ABR942202281002;29.01.2025
SEE931275864687;WEA 12161;In Betrieb;28.07.2001;29.04.2019;Wind;660;660;17498;Weitenhagen;Wikrano GmbH & Co.KG Helmshagen Hermann Albers;ABR910354608930;13.07.2020
SEE974297984704;1010061;In Betrieb;18.01.2013;29.04.2019;Wind;3050;3050;17111;Beggerow;1. Regenerative Energien GmbH & Co. KG Beggerow;ABR949554599687;27.01.2025
SEE934036594946;1010062;In Betrieb;30.01.2013;29.04.2019;Wind;3050;3050;17111;Beggerow;1. Regenerative Energien GmbH & Co. KG Beggerow;ABR949554599687;25.02.2025
SEE971301914979;1010063;In Betrieb;06.02.2013;29.04.2019;Wind;3050;3050;17111;Beggerow;1. Regenerative Energien GmbH & Co. KG Beggerow;ABR949554599687;06.03.2025
SEE955112677766;1151025;In Betrieb;09.03.2018;29.04.2019;Wind;3000;3000;18516;Süderholz;Windpark GmbH & Co. Kandelin KG;ABR900612013880;31.03.2025
SEE905996360148;1151027;In Betrieb;29.03.2018;29.04.2019;Wind;3000;3000;18516;Süderholz;Windpark GmbH & Co. Kandelin KG;ABR900612013880;05.03.2025
SEE979503390560;1010064;In Betrieb;01.03.2013;29.04.2019;Wind;3050;3050;17111;Beggerow;1. Regenerative Energien GmbH & Co. KG Beggerow;ABR949554599687;22.04.2025
SEE943232649930;1010065;In Betrieb;12.04.2013;29.04.2019;Wind;3050;3050;17111;Beggerow;1. Regenerative Energien GmbH & Co. KG Beggerow;ABR949554599687;18.03.2025
SEE981502639908;1010066;In Betrieb;19.04.2013;29.04.2019;Wind;3050;3050;17111;Beggerow;1. Regenerative Energien GmbH & Co. KG Beggerow;ABR949554599687;03.04.2025
SEE947586862793;827095;In Betrieb;26.04.2017;29.04.2019;Wind;2300;2300;17087;Altentreptow;Komesker Energie Altentreptow 2. Betriebsgesellschaft mbH & Co. KG;ABR959703890022;11.11.2024
SEE903434487853;921295;In Betrieb;31.05.2017;29.04.2019;Wind;2350;2350;17087;Altentreptow;Komesker Energie Altentreptow 2. Betriebsgesellschaft mbH & Co. KG;ABR959703890022;14.10.2024
SEE943323430942;921293;In Betrieb;23.05.2017;29.04.2019;Wind;2350;2350;17089;Grapzow;Regenerative Energien Grischow GmbH & Co. KG;ABR960442058031;02.07.2024
SEE931811684540;921294;In Betrieb;31.05.2017;29.04.2019;Wind;2350;2350;17089;Grischow;Regenerative Energien Grischow GmbH & Co. KG;ABR960442058031;02.07.2024
SEE996049232048;825711;In Betrieb;27.12.2013;26.04.2019;Wind;2300;2300;17087;Altentreptow;Windprojekt Siedenbollentin 1. Betriebsgesellschaft mbH & Co. KG;ABR966560891871;02.07.2024
SEE992835983514;823022;In Betrieb;20.12.2010;26.04.2019;Wind;2300;2300;17089;Werder;Komesker Energie Werder GmbH & Co. KG;ABR946133462318;02.07.2024
SEE978541304515;1010548;In Betrieb;15.04.2014;26.04.2019;Wind;3050;3050;17089;Werder;Regenerative Energien Werder 3. Betriebsgesellschaft mbH & Co. KG;ABR946852287872;06.11.2024
SEE944234313102;E53513;In Betrieb;28.04.2008;26.04.2019;Wind;800;800;19243;Wittenburg;DW-Energie GmbH & Co. KG;ABR963080910228;27.09.2021
SEE979909679078;WEA 29680;In Betrieb;06.02.2009;26.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;16.06.2021
SEE928638786878;825649;In Betrieb;22.08.2013;26.04.2019;Wind;2300;2300;17087;Altentreptow;Komesker Energie Friedrichshof 1. Betriebsgesellschaft mbH & Co. KG;ABR909343545974;14.10.2024
SEE968915860600;WEA 29676;In Betrieb;03.02.2009;26.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE958784764642;1010493;In Betrieb;13.02.2014;26.04.2019;Wind;3050;3050;17087;Altentreptow;Komesker Energie Friedrichshof 1. Betriebsgesellschaft mbH & Co. KG;ABR909343545974;15.10.2024
SEE969607316276;WEA 29674;In Betrieb;05.02.2009;26.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE904325076378;WEA 29675;In Betrieb;08.02.2009;26.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE942183352678;WEA 29678;In Betrieb;07.04.2009;26.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE958501192567;205060;In Betrieb;27.01.2015;26.04.2019;Wind;2000;2000;17087;Altentreptow;Komesker Energie Friedrichshof 1. Betriebsgesellschaft mbH & Co. KG;ABR909343545974;22.11.2024
SEE932469649233;205058;In Betrieb;02.01.2015;26.04.2019;Wind;2000;2000;17087;Altentreptow;Komesker Energie Altentreptow 1. Betriebsgesellschaft mbH & Co. KG;ABR995727168839;18.11.2024
SEE909092332108;205059;In Betrieb;02.01.2015;26.04.2019;Wind;2000;2000;17087;Altentreptow;Komesker Energie Altentreptow 1. Betriebsgesellschaft mbH & Co. KG;ABR995727168839;10.10.2024
SEE901518567569;205061;In Betrieb;02.01.2015;26.04.2019;Wind;2000;2000;17087;Altentreptow;Komesker Energie Altentreptow 1. Betriebsgesellschaft mbH & Co. KG;ABR995727168839;27.09.2024
SEE900556763629;205062;In Betrieb;02.01.2015;26.04.2019;Wind;2000;2000;17087;Altentreptow;Komesker Energie Altentreptow 1. Betriebsgesellschaft mbH & Co. KG;ABR995727168839;15.11.2024
SEE976250537347;823810;In Betrieb;22.12.2011;26.04.2019;Wind;2300;2300;17087;Altentreptow;Komesker Energie Neuwalde GmbH & Co. KG;ABR982580467469;02.07.2024
SEE981885304783;203028;In Betrieb;08.04.2014;26.04.2019;Wind;3075;3075;17111;Beggerow;3. Regenerative Energien GmbH & Co. KG Beggerow;ABR910751997118;19.12.2024
SEE976639246129;Vorbein (VN2);In Betrieb;28.09.2017;25.04.2019;Wind;3300;3300;17121;Görmin;WPV Vorbein II GmbH & Co.KG;ABR941360201693;29.01.2025
SEE959979961082;WEA 29677;In Betrieb;31.01.2009;25.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE949729176705;Vorbein (VN3);In Betrieb;29.09.2017;25.04.2019;Wind;3300;3300;17121;Görmin;WPV Vorbein II GmbH & Co.KG;ABR941360201693;03.04.2025
SEE909188835964;WEA 29681;In Betrieb;03.02.2009;25.04.2019;Wind;2000;2000;17498;Weitenhagen;Wikrano GmbH & Co. 2. Betriebs-KG Hermann Albers;ABR973663784504;10.06.2021
SEE942369569784;825712;In Betrieb;18.12.2013;25.04.2019;Wind;2300;2300;17089;Werder;Regenerative Energien Werder 1. Betriebsgesellschaft mbH & Co. KG;ABR904539662800;02.07.2024
SEE914631662851;Plötzer Wind;In Betrieb;31.05.2017;25.04.2019;Wind;3050;3050;17129;Völschow;Plötzer Wind GmbH & Co.KG;ABR950336665056;28.11.2024
SEE980988665746;WEA 12159;In Betrieb;22.03.2001;24.04.2019;Wind;660;660;17498;Weitenhagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE981235141013;WEA 18329;In Betrieb;23.12.2003;24.04.2019;Wind;660;660;17498;Hinrichshagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;31.08.2020
SEE954054310595;WEA 22;In Betrieb;24.03.2016;16.04.2019;Wind;3450;3450;19370;Parchim;Windpark Parchim Fünf GmbH & Co. KG;ABR911596071506;27.06.2024
SEE925602261683;WEA 822984;In Betrieb;16.12.2010;16.04.2019;Wind;2300;2300;23970;Benz;Hocke Energieerzeugung GmbH & Co. KG;ABR935366743950;08.10.2024
SEE965043664483;WEA 18;In Betrieb;23.12.2015;12.04.2019;Wind;3450;3450;19370;Parchim;Windpark Parchim Fünf GmbH & Co. KG;ABR911596071506;27.06.2024
SEE931148604303;eno114024 - WEA13;In Betrieb;09.04.2019;10.04.2019;Wind;4000;4000;19300;Grabow;Norddeutsche Energie WP Milow I GmbH & Co. KG;ABR921848921602;13.12.2024
SEE905561264215;PCH WEA 21;In Betrieb;22.03.2016;10.04.2019;Wind;3450;3450;19370;Parchim;EWI Parchim Sechs GmbH & Co. KG;ABR961358193571;18.07.2024
SEE974922580486;PCH WEA 26;In Betrieb;16.09.2016;10.04.2019;Wind;3450;3450;19370;Parchim;EWI Parchim Sechs GmbH & Co. KG;ABR961358193571;18.07.2024
SEE930353469448;PCH WEA 27;In Betrieb;13.09.2016;10.04.2019;Wind;3450;3450;19370;Parchim;EWI Parchim Sechs GmbH & Co. KG;ABR961358193571;18.07.2024
SEE960674306764;WEA 782965;In Betrieb;12.03.2012;05.04.2019;Wind;2300;2300;23970;Benz;Windstrom Kalsow GmbH & Co. KG;ABR983617907644;25.03.2025
SEE962395584438;WEA 783589;In Betrieb;23.12.2011;05.04.2019;Wind;2300;2300;23970;Benz;Windstrom Kalsow GmbH & Co. KG;ABR983617907644;18.02.2025
SEE919091282984;eno114023 - WEA8;In Betrieb;27.03.2019;05.04.2019;Wind;4000;4000;19300;Milow;Norddeutsche Energie WP Milow I GmbH & Co. KG;ABR921848921602;13.12.2024
SEE914746302727;WP Kladrum 3;In Betrieb;31.12.2013;05.04.2019;Wind;2200;2200;19374;Kladrum;HSW Windpark Kladrum GmbH & Co. KG;ABR965828176682;10.12.2024
SEE952523029245;WP Kladrum 4;In Betrieb;27.01.2014;05.04.2019;Wind;2200;2200;19374;Kladrum;HSW Windpark Kladrum GmbH & Co. KG;ABR965828176682;10.12.2024
SEE942879829224;WEA 1 / 53831;In Betrieb;20.05.2009;03.04.2019;Wind;800;800;18246;Bützow;Wind Bützow GmbH;ABR971941430389;18.01.2021
SEE937760294243;WEA 2 / 53832;In Betrieb;22.05.2009;03.04.2019;Wind;800;800;18246;Bützow;Wind Bützow GmbH;ABR971941430389;18.01.2021
SEE943410592935;WEA 3 / 53833;In Betrieb;26.05.2009;03.04.2019;Wind;800;800;18246;Bützow;Wind Bützow GmbH;ABR971941430389;18.01.2021
SEE915506876113;WEA 4 / 783803;In Betrieb;20.07.2012;03.04.2019;Wind;2300;2300;18246;Bützow;Wind Bützow GmbH;ABR971941430389;30.09.2024
SEE934083334984;WP Kladrum 1;In Betrieb;29.12.2013;03.04.2019;Wind;2050;2050;19374;Kladrum;HSW Windpark Kladrum GmbH & Co. KG;ABR965828176682;10.12.2024
SEE950559363296;WP Kladrum 2;In Betrieb;29.12.2013;03.04.2019;Wind;2200;2200;19374;Kladrum;HSW Windpark Kladrum GmbH & Co. KG;ABR965828176682;10.12.2024
SEE940133478584;NX82512-WEA10;In Betrieb;11.03.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE939440443439;NX82505-WEA09;In Betrieb;25.02.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE903846903705;NX82508-WEA11;In Betrieb;24.01.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE925071931766;NX82514-WEA03;In Betrieb;06.03.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE929957275463;NX82507-WEA06;In Betrieb;21.02.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE917965824209;NX82502-WEA04;In Betrieb;25.01.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE938421120703;NX82511-WEA14;In Betrieb;11.02.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE903015989417;NX82503-WEA08;In Betrieb;18.01.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE940830338648;NX82513-WEA12;In Betrieb;14.03.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE911678015817;NX82504-WEA13;In Betrieb;15.02.2013;02.04.2019;Wind;2500;2500;19376;Ruhner Berge;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE934657046336;NX82510-WEA05;In Betrieb;06.02.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE920584679068;NX82506-WEA07;In Betrieb;21.03.2013;02.04.2019;Wind;2500;2500;19376;Suckow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE967184979297;V-217762;In Betrieb;29.06.2017;01.04.2019;Wind;3450;3450;18239;Satow;MBBF Windpark Radegast II GmbH & Co. KG;ABR995781256336;14.06.2024
SEE992879386883;V-217761;In Betrieb;05.07.2017;28.03.2019;Wind;3450;3450;18239;Satow;MBBF Windpark Radegast II GmbH & Co. KG;ABR995781256336;14.06.2024
SEE960553437497;WindgesellschaftKandelin mbH WEA 01;In Betrieb;26.03.2018;28.03.2019;Wind;3000;3000;18516;Süderholz;Windgesellschaft Kandelin GmbH;ABR975947453250;25.03.2025
SEE905687581005;Windgesellschaft Kandelin mbH WEA 02;In Betrieb;22.03.2018;28.03.2019;Wind;3000;3000;18516;Süderholz;Windgesellschaft Kandelin GmbH;ABR975947453250;24.04.2025
SEE950830994607;NX82509-WEA01;In Betrieb;01.02.2013;25.03.2019;Wind;2500;2500;19376;Siggelkow;SüdWestStrom StadtKraftWerk Windpark Suckow GmbH & Co. KG;ABR944600580503;26.06.2024
SEE907378276382;PJJ 10 Enercon E70/E4 113;In Betrieb;28.12.2012;24.03.2019;Wind;2300;2300;23968;Stofferstorf;PJJ Future Wind 10. GmbH & Co. KG;ABR984901712623;14.01.2025
SEE971460792647;WPT 4 - E 101;In Betrieb;15.12.2014;22.03.2019;Wind;3050;3050;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE946879889080;V226768 - WEA6;In Betrieb;12.03.2019;22.03.2019;Wind;3600;3600;19300;Milow;Bürgerenergiegesellschaft Windpark Milow auf der Nachtkoppel GmbH & Co. KG;ABR981750505703;13.12.2024
SEE942041095037;V226767 - WEA5;In Betrieb;12.03.2019;22.03.2019;Wind;3600;3600;19300;Milow;Bürgerenergiegesellschaft Windpark Milow auf der Nachtkoppel GmbH & Co. KG;ABR981750505703;13.12.2024
SEE909140005800;WPT 3 - E 101;In Betrieb;05.12.2014;22.03.2019;Wind;3050;3050;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE924855978676;WPT 2 - E 101;In Betrieb;12.11.2015;22.03.2019;Wind;3050;3050;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE930828989068;WPT 1 - E 101;In Betrieb;09.11.2015;22.03.2019;Wind;3050;3050;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE933893783302;WPT 11 - E 115;In Betrieb;28.04.2017;22.03.2019;Wind;3000;3000;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE964329009819;WPT 8 - E 115;In Betrieb;30.03.2017;22.03.2019;Wind;3000;3000;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE966864447798;WEA A-Wind Friedrichsruhe Enercon E-70;In Betrieb;11.08.2011;21.03.2019;Wind;1800;1800;19089;Friedrichsruhe;Albuch-Wind Bürgerwindkraftwerk Friedrichsruhe GmbH & Co.KG;ABR905588780576;22.01.2025
SEE926816124191;1331;In Betrieb;19.08.1999;20.03.2019;Wind;600;600;17121;Görmin;WEB Windenergie Deutschland GmbH;ABR960207546728;29.10.2024
SEE991337205209;WEA 2 / 300823;In Betrieb;18.06.2015;19.03.2019;Wind;3370;3370;18239;Satow;Hohen Luckow Windenergie GmbH & Co. KG;ABR917036569480;13.12.2023
SEE915168759991;WEA 12 / 300366;In Betrieb;16.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Hohen Luckow Windenergie GmbH & Co. KG;ABR917036569480;13.12.2023
SEE940675636695;WEA 13 / 300367;In Betrieb;19.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Hohen Luckow Windenergie GmbH & Co. KG;ABR917036569480;13.12.2023
SEE905287293179;WEA 14 / 300368;In Betrieb;14.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Hohen Luckow Windenergie GmbH & Co. KG;ABR917036569480;13.12.2023
SEE980932530823;WEA 15 / 300870;In Betrieb;23.12.2015;19.03.2019;Wind;3170;3170;18239;Satow;Hohen Luckow Windenergie GmbH & Co. KG;ABR917036569480;31.01.2024
