MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Postleitzahl;Ort;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Letzte Aktualisierung
SEE908866089576;WEA 16 / 300871;In Betrieb;11.12.2015;19.03.2019;Wind;3170;3170;18239;Satow;Hohen Luckow Windenergie GmbH & Co. KG;ABR917036569480;24.01.2024
SEE993375679509;WEA 1 / 300378;In Betrieb;18.02.2014;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Nord GmbH & Co. KG;ABR991118198560;13.12.2023
SEE916285152498;WEA 4 / 300376;In Betrieb;27.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Mitte GmbH & Co. KG;ABR945171494572;13.12.2023
SEE945792005911;WEA 5 / 300370;In Betrieb;11.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Mitte GmbH & Co. KG;ABR945171494572;13.12.2023
SEE934846975775;WEA 6 / 300372;In Betrieb;13.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Mitte GmbH & Co. KG;ABR945171494572;13.12.2023
SEE932112059761;WEA 3 / 300377;In Betrieb;11.02.2014;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Süd GmbH & Co. KG;ABR932879102427;13.12.2023
SEE913926374813;WEA 7 / 300375;In Betrieb;18.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Süd GmbH & Co. KG;ABR932879102427;01.09.2025
SEE991795390608;WEA 8 / 300373;In Betrieb;29.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Süd GmbH & Co. KG;ABR932879102427;13.12.2023
SEE964161168583;WEA 9 / 300374;In Betrieb;30.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Süd GmbH & Co. KG;ABR932879102427;13.12.2023
SEE954568024612;WEA 10 / 300371;In Betrieb;23.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Süd GmbH & Co. KG;ABR932879102427;13.12.2023
SEE932285916281;WEA 11 / 300369;In Betrieb;18.12.2013;19.03.2019;Wind;3370;3370;18239;Satow;Windpark Hohen Luckow Süd GmbH & Co. KG;ABR932879102427;13.12.2023
SEE919129456172;Kieswerk;In Betrieb;16.04.1998;19.03.2019;Wind;500;500;17126;Jarmen;Windenergie Müssentin GbR;ABR942218907101;08.06.2021
SEE932159111514;Vestas 18392 Rüting;In Betrieb;16.12.2003;19.03.2019;Wind;850;850;23936;Upahl;(natürliche Person);ABR919022374832;19.04.2022
SEE999034123185;Vestas 18391 Rüting;In Betrieb;16.12.2003;19.03.2019;Wind;850;850;23936;Upahl;(natürliche Person);ABR919022374832;19.04.2022
SEE931540375900;WEA 17 / 300876;In Betrieb;24.03.2016;19.03.2019;Wind;3170;3170;18239;Satow;GREE Hohen Luckow GmbH & Co. KG;ABR920483936842;26.02.2024
SEE914903533926;WEA 18 / 300875;In Betrieb;21.03.2016;19.03.2019;Wind;3170;3170;18239;Satow;GREE Hohen Luckow GmbH & Co. KG;ABR920483936842;26.02.2024
SEE966966555704;WEA 19 / 300874;In Betrieb;10.03.2016;19.03.2019;Wind;3170;3170;18239;Satow;GREE Hohen Luckow GmbH & Co. KG;ABR920483936842;13.02.2024
SEE940675936948;WEA 20 / 300872;In Betrieb;17.12.2015;19.03.2019;Wind;3170;3170;18239;Satow;GREE Hohen Luckow GmbH & Co. KG;ABR920483936842;12.02.2024
SEE957180375452;WEA 21 / 300873;In Betrieb;10.03.2016;19.03.2019;Wind;3170;3170;18239;Satow;GREE Hohen Luckow GmbH & Co. KG;ABR920483936842;26.02.2024
SEE987224013200;24203;In Betrieb;20.12.2006;19.03.2019;Wind;2000;2000;17111;Kletzin;WEB Windenergie Deutschland GmbH;ABR960207546728;05.11.2024
SEE930053461384;ENO920021;In Betrieb;29.12.2013;19.03.2019;Wind;2200;2200;18182;Bentwisch;Windmüllerei Broderstorf IV GmbH & Co. KG;ABR955174276655;24.06.2024
SEE928064550197;24204;In Betrieb;20.12.2006;19.03.2019;Wind;2000;2000;17111;Kletzin;WEB Windenergie Deutschland GmbH;ABR960207546728;15.01.2024
SEE951982722612;24205;In Betrieb;20.12.2006;19.03.2019;Wind;2000;2000;17111;Kletzin;WEB Windenergie Deutschland GmbH;ABR960207546728;15.01.2024
SEE990241684070;20420;Endgültig stillgelegt;15.12.2004;19.03.2019;Wind;2000;2000;18276;Kuhs;(natürliche Person);;02.02.2024
SEE998612718362;20421;Endgültig stillgelegt;15.12.2004;19.03.2019;Wind;2000;2000;18276;Kuhs;(natürliche Person);;13.03.2024
SEE971183983797;20422;In Betrieb;17.12.2004;19.03.2019;Wind;2000;2000;18276;Kuhs;WEB Windenergie Deutschland GmbH;ABR960207546728;29.11.2023
SEE963375953428;18174;In Betrieb;19.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;15.01.2024
SEE979350315815;18273;In Betrieb;12.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;27.09.2024
SEE939551809360;18274;In Betrieb;19.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;15.01.2024
SEE994306520389;18275;In Betrieb;23.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;14.10.2024
SEE963458077386;18276;In Betrieb;22.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;29.10.2024
SEE997498320775;18277;In Betrieb;11.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;07.11.2024
SEE950539437306;18278;In Betrieb;19.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;15.01.2024
SEE986581734698;18280;In Betrieb;20.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;02.12.2024
SEE971144989462;18281;In Betrieb;29.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;04.12.2024
SEE926718029334;18282;In Betrieb;27.12.2003;19.03.2019;Wind;2000;2000;17091;Pripsleben;WEB Windenergie Deutschland GmbH;ABR960207546728;15.10.2024
SEE981222114969;18283;In Betrieb;31.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;14.11.2024
SEE905589943512;18284;In Betrieb;31.12.2003;19.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Deutschland GmbH;ABR960207546728;26.09.2024
SEE974385474544;18371;In Betrieb;19.12.2003;19.03.2019;Wind;2000;2000;17091;Pripsleben;WEB Windenergie Deutschland GmbH;ABR960207546728;05.11.2024
SEE937398976146;18372;In Betrieb;29.12.2003;19.03.2019;Wind;2000;2000;17091;Pripsleben;WEB Windenergie Deutschland GmbH;ABR960207546728;29.12.2023
SEE959768357010;18373;In Betrieb;29.12.2003;19.03.2019;Wind;2000;2000;17091;Pripsleben;WEB Windenergie Deutschland GmbH;ABR960207546728;15.01.2024
SEE951870426806;eno126021 - WEA12;In Betrieb;14.03.2019;18.03.2019;Wind;3500;3500;18198;Stäbelow;Norddeutsche Energie WP Stäbelow II GmbH & Co. KG;ABR952265261293;26.07.2024
SEE932946157046;35170;In Betrieb;08.12.2009;18.03.2019;Wind;2000;2000;17091;Pripsleben;WEB Windenergie Deutschland GmbH;ABR960207546728;29.11.2023
SEE971865617064;35171;In Betrieb;15.12.2009;18.03.2019;Wind;2000;2000;17091;Pripsleben;WEB Windenergie Deutschland GmbH;ABR960207546728;29.11.2023
SEE990644246646;ENO920020;In Betrieb;29.12.2013;15.03.2019;Wind;2200;2200;18184;Broderstorf;Windmüllerei Broderstorf IV GmbH & Co. KG;ABR955174276655;27.05.2024
SEE931712911301;205063;In Betrieb;28.11.2014;14.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Loickenzin Betriebsgesellschaft GmbH & Co. KG;ABR925698429431;14.10.2024
SEE960888785317;205064;In Betrieb;28.11.2014;14.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Loickenzin Betriebsgesellschaft GmbH & Co. KG;ABR925698429431;15.01.2024
SEE938876926790;205065;In Betrieb;02.12.2014;14.03.2019;Wind;2000;2000;17087;Altentreptow;WEB Windenergie Loickenzin Betriebsgesellschaft GmbH & Co. KG;ABR925698429431;15.01.2024
SEE988386428512;WEA 1 Golm;In Betrieb;28.03.2013;14.03.2019;Wind;2300;2300;17349;Groß Miltzow;WEA Golm GmbH & Co. KG;ABR990902008689;14.03.2022
SEE940789426892;NX 1283 (1);In Betrieb;16.04.2001;12.03.2019;Wind;1300;1300;18196;Dummerstorf;DK Windpark Kavelstorf GmbH & Co. KG;ABR993662589948;15.10.2024
SEE953912383061;WEA 8 / 84173;In Betrieb;07.12.2015;11.03.2019;Wind;2500;2500;18246;Klein Belitz;GREE Kambs GmbH & Co. KG;ABR980541072769;08.08.2024
SEE915912248054;WEA 10 / 84168;In Betrieb;22.12.2015;11.03.2019;Wind;2500;2500;18246;Klein Belitz;GREE Kambs GmbH & Co. KG;ABR980541072769;08.05.2024
SEE995574947830;WEA 12 / 84166;In Betrieb;23.11.2015;11.03.2019;Wind;2500;2500;18246;Klein Belitz;GREE Kambs GmbH & Co. KG;ABR980541072769;08.05.2024
SEE968365609378;WEA 13 / 84167;In Betrieb;12.11.2015;11.03.2019;Wind;2500;2500;18258;Kambs;GREE Kambs GmbH & Co. KG;ABR980541072769;08.05.2024
SEE998172539353;WEA 14 / 84172;In Betrieb;05.11.2015;11.03.2019;Wind;2500;2500;18258;Kambs;GREE Kambs GmbH & Co. KG;ABR980541072769;08.05.2024
SEE925974076144;WEA 15 / 84169;In Betrieb;28.10.2015;11.03.2019;Wind;2500;2500;18258;Kambs;GREE Kambs GmbH & Co. KG;ABR980541072769;08.05.2024
SEE996418766204;WEA 16 / 84171;In Betrieb;02.12.2015;11.03.2019;Wind;2500;2500;18258;Vorbeck;GREE Kambs GmbH & Co. KG;ABR980541072769;08.05.2024
SEE962625551476;WEA 17 / 84170;In Betrieb;14.10.2015;11.03.2019;Wind;2500;2500;18258;Kambs;GREE Kambs GmbH & Co. KG;ABR980541072769;08.05.2024
SEE988737422596;WEA 2 / 84647;In Betrieb;14.04.2016;11.03.2019;Wind;2500;2500;18258;Schwaan;BS Windertrag Nr. 14 GmbH & Co. KG;ABR954492906671;26.02.2024
SEE974097873482;WEA 4 / 84645;In Betrieb;18.03.2016;11.03.2019;Wind;2500;2500;18258;Schwaan;BS Windertrag Nr. 14 GmbH & Co. KG;ABR954492906671;26.02.2024
SEE972877585006;PJJ 10 Enercon E70/E4 85;In Betrieb;17.02.2009;07.03.2019;Wind;2300;2300;23968;Gägelow;PJJ Future Wind 10. GmbH & Co. KG;ABR984901712623;14.01.2025
SEE904240235775;WEA 1 / 781081;In Betrieb;07.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE943823926914;WEA 2 / 781082;In Betrieb;22.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE991237914720;WEA 3 / 781083;In Betrieb;30.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE960346999263;WEA 4 / 781084;In Betrieb;21.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE994994289001;WEA 5 / 781085;In Betrieb;15.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE940270243700;WEA 6 / 781086;In Betrieb;19.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE942427586210;WEA 7 / 781087;In Betrieb;06.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE990741573737;WEA 8 / 781088;In Betrieb;12.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE906659857814;WEA 9 / 781089;In Betrieb;12.12.2006;05.03.2019;Wind;2000;2000;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;28.05.2019
SEE905845570414;WEA 10 / 784219;In Betrieb;20.12.2013;05.03.2019;Wind;2300;2300;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;14.07.2021
SEE904183084041;WEA 11 / 784220;In Betrieb;20.12.2013;05.03.2019;Wind;2300;2300;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;14.07.2021
SEE981517912133;WEA 12 / 784221;In Betrieb;21.12.2013;05.03.2019;Wind;2300;2300;18334;Eixen;Regenerative Energiewandlung R.E.W. Eixen GmbH & Co. KG;ABR979914253638;14.07.2021
SEE920230229869;eno126020 - WEA11;In Betrieb;27.02.2019;01.03.2019;Wind;3500;3500;18198;Stäbelow;Norddeutsche Energie WP Stäbelow II GmbH & Co. KG;ABR952265261293;26.07.2024
SEE968109463556;V-202232;In Betrieb;21.12.2013;28.02.2019;Wind;2000;2000;17321;Bergholz;PROKON Regenerative Energien eG;ABR989393706204;18.11.2024
SEE931172312397;V-202233;In Betrieb;17.02.2014;28.02.2019;Wind;2000;2000;17321;Bergholz;PROKON Regenerative Energien eG;ABR989393706204;18.11.2024
SEE978331862843;V-202234;In Betrieb;17.02.2014;28.02.2019;Wind;2000;2000;17321;Bergholz;PROKON Regenerative Energien eG;ABR989393706204;18.11.2024
SEE989057419488;E 1011418-02;In Betrieb;21.07.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;17.07.2024
SEE992461652907;E 1011419-03;In Betrieb;26.07.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;05.12.2024
SEE904285538206;E 1011420-05;In Betrieb;30.06.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;05.12.2024
SEE975693013593;E 1011421-11;In Betrieb;20.09.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;05.12.2024
SEE978511873508;E 1011422-15;In Betrieb;20.09.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;17.07.2024
SEE903019774224;E 1011423-17;In Betrieb;21.09.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;17.07.2024
SEE928028121005;E 1011424-18;In Betrieb;22.09.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;05.12.2024
SEE957872903963;E 1011425-09;In Betrieb;28.07.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;05.12.2024
SEE971506158475;E 1011426-12;In Betrieb;29.07.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;17.07.2024
SEE917271932018;E 1011427-14;In Betrieb;29.08.2017;27.02.2019;Wind;3050;3050;19376;Siggelkow;Windpark Redlin GmbH & Co. KG;ABR981889477780;17.07.2024
SEE968603295165;WPT 10 - E 101;In Betrieb;04.12.2014;25.02.2019;Wind;3050;3050;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE909964680603;WEA 12158;In Betrieb;22.03.2001;25.02.2019;Wind;660;660;17498;Weitenhagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE958825481378;E 921273-12;In Betrieb;29.09.2017;25.02.2019;Wind;2350;2350;17111;Beggerow;Windpark Beggerow-Borrentin II GmbH & Co. KG;ABR947951934094;21.02.2025
SEE941382186923;Rossow R56021;In Betrieb;06.10.1999;24.02.2019;Wind;1050;1050;17321;Löcknitz;(natürliche Person);ABR968664863525;24.07.2024
SEE990780244247;WEA 1;In Planung;;22.02.2019;Wind;3300;3300;18519;Sundhagen;Windpark Miltzow-Reinkenhagen GmbH & Co. KG;ABR953208966008;04.09.2025
SEE964855540510;Altentreptow Wind V202142;In Betrieb;22.10.2013;22.02.2019;Wind;2000;2000;17087;Altentreptow;Altentreptow Wind GmbH & Co. KG;ABR942135891408;17.01.2024
SEE946196344347;E82 Testorf;In Betrieb;28.02.2018;21.02.2019;Wind;2300;2300;23936;Testorf-Steinfort;(natürliche Person);ABR919022374832;12.12.2024
SEE953986145176;E70 Testorf;In Betrieb;18.12.2013;21.02.2019;Wind;2300;2300;23936;Testorf-Steinfort;(natürliche Person);ABR919022374832;12.12.2024
SEE935730195347;13992;In Betrieb;30.11.2001;20.02.2019;Wind;2000;2000;18519;Sundhagen;NeXtWind Windpark Beteiligung 32 GmbH & Co. KG;ABR945792510002;03.11.2025
SEE956248664156;16361;In Betrieb;30.12.2002;20.02.2019;Wind;2000;2000;18519;Sundhagen;NeXtWind Windpark Beteiligung 32 GmbH & Co. KG;ABR945792510002;18.07.2025
SEE976123767482;200045;In Betrieb;30.12.2012;20.02.2019;Wind;3075;3075;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;19.11.2024
SEE970517002951;70508;In Betrieb;30.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;10.06.2021
SEE986104915191;70044;In Betrieb;28.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;19.08.2025
SEE911203152543;70510;In Betrieb;29.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;19.08.2025
SEE969899124696;70050;In Betrieb;23.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;19.08.2025
SEE904302102748;70054;In Betrieb;29.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;19.08.2025
SEE981496307302;70049;In Betrieb;23.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;19.08.2025
SEE995971589381;29673;In Betrieb;01.05.2008;20.02.2019;Wind;2000;2000;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;23.09.2024
SEE947527047357;70051;In Betrieb;28.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;19.08.2025
SEE926722508115;70041;In Betrieb;30.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Dirkshof Verwaltungs GmbH & Co. Windkraft Hohen Pritz Betriebs KG;ABR975019646672;19.08.2025
SEE975157825472;70042;In Betrieb;29.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Ketelsen Ketelsen Jensen Windkraft Hohen Pritz GbR;ABR915860094543;10.09.2021
SEE975835282283;47901;In Betrieb;17.01.2013;20.02.2019;Wind;3075;3075;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;05.11.2024
SEE905967980009;200044;In Betrieb;22.01.2013;20.02.2019;Wind;3075;3075;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;01.10.2024
SEE978681345126;210342;In Betrieb;04.02.2016;20.02.2019;Wind;3300;3300;18519;Sundhagen;Umspannwerk Miltzow/Mannhagen GbR;ABR969427026430;26.09.2024
SEE990843744271;70053;In Betrieb;22.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;(natürliche Person);ABR964817843734;10.06.2021
SEE987710101787;70055;In Betrieb;27.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;(natürliche Person);ABR964817843734;10.06.2021
SEE953296355203;70056;In Betrieb;22.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;(natürliche Person);ABR906438318987;10.06.2021
SEE986864750735;70052;In Betrieb;30.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;Windkraft Sterr;ABR960567967522;10.06.2021
SEE990080179225;70057;In Betrieb;27.12.2001;20.02.2019;Wind;1500;1500;19406;Hohen Pritz;(natürliche Person);ABR972586059645;10.06.2021
SEE943815418472;1010547;In Betrieb;16.04.2014;19.02.2019;Wind;3050;3050;17089;Werder;NewWind Epsilon GmbH & Co. KG;ABR933182344054;16.01.2025
SEE902366303903;WEA Malchow 1263;In Betrieb;01.05.1998;19.02.2019;Wind;660;660;17213;Malchow;Stadtwerke Malchow;ABR912505648871;08.04.2025
SEE959958252668;WEA D, 201391;In Betrieb;30.12.2015;15.02.2019;Wind;3075;3075;17498;Hinrichshagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE944644128761;WEA E, 201392;In Betrieb;17.02.2016;15.02.2019;Wind;3075;3075;17498;Hinrichshagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE923564512102;WEA F, 201393;In Betrieb;26.02.2016;15.02.2019;Wind;3075;3075;17498;Weitenhagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE939104401379;WEA G, 201394;In Betrieb;10.02.2016;15.02.2019;Wind;3075;3075;17498;Weitenhagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE949476503595;WEA C, 201390;In Betrieb;30.12.2015;13.02.2019;Wind;3075;3075;17498;Hinrichshagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE985819516853;Fahrbinde;In Betrieb;17.07.1997;12.02.2019;Wind;500;500;19288;Fahrbinde;(natürliche Person);ABR902200176878;04.11.2019
SEE962331472478;WEA B, 201389;In Betrieb;30.12.2015;12.02.2019;Wind;3075;3075;17498;Hinrichshagen;BMB Windkraft GmbH & Co.KG Helmshagen;ABR927040790831;15.06.2021
SEE911860479700;V-202231;In Betrieb;20.12.2013;08.02.2019;Wind;2000;2000;17321;Bergholz;PROKON Regenerative Energien eG;ABR989393706204;18.11.2024
SEE941696527733;9117;In Betrieb;03.03.1994;07.02.2019;Wind;500;500;18445;Preetz;Schmedshagen Wind GmbH und Co. eGbR;ABR973061049755;11.06.2024
SEE947500500473;7417;In Betrieb;28.09.1995;07.02.2019;Wind;600;600;18445;Preetz;Schmedshagen Wind GmbH und Co. eGbR;ABR973061049755;11.06.2024
SEE917861624699;7418;In Betrieb;27.09.1995;07.02.2019;Wind;600;600;18445;Preetz;Schmedshagen Wind GmbH und Co. eGbR;ABR973061049755;27.06.2025
SEE964532587104;WPT 13 - E 101;In Betrieb;04.12.2014;06.02.2019;Wind;3050;3050;18246;Kurzen Trechow;Windpark Trechow GmbH & Co. KG;ABR983240671813;12.06.2024
SEE974985183242;WEA 1010095;In Betrieb;13.06.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE972861754494;WEA 1010089;In Betrieb;21.06.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE991612228343;WEA 1010096;In Betrieb;10.07.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE953467930918;WEA 1010097;In Betrieb;15.07.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE950224912781;WEA 1010098;In Betrieb;30.07.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE901124399400;WEA 1010091;In Betrieb;12.08.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE927540582134;WEA 1010090;In Betrieb;03.09.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE972259067519;WEA 1010099;In Betrieb;06.09.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE935439330193;WEA 1010093;In Betrieb;07.09.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE903572407003;WEA 1010092;In Betrieb;16.09.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE916778409283;WEA 1010100;In Betrieb;23.09.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
SEE989977425965;WEA 1010088;In Betrieb;04.10.2013;05.02.2019;Wind;3050;3050;17391;Neetzow-Liepen;Liepener Wind Projektbeteiligungs GmbH & Co. KG;ABR941327672986;25.10.2019
